instrument,cruise,quantile,beads.fsc.small,beads.D1,beads.D2,width,notch.small.D1,notch.small.D2,notch.large.D1,notch.large.D2,offset.small.D1,offset.small.D2,offset.large.D1,offset.large.D2
989,MBARI_1,2.5,45084,26432,25296,5000,0.586,0.561,1.359,1.324,0,0,-34837,-34395
989,MBARI_1,50,45808,24128,23776,5000,0.527,0.519,1.37,1.337,0,0,-38629,-37469
989,MBARI_1,97.5,46208,22560,22160,5000,0.488,0.48,1.382,1.349,0,0,-41299,-40175
